timestamp,user,ip,country,flag,status,event_type,safe,hour,date,weekday,off_hours,failed_attempts,unique_ips
2026-05-05 07:13:50,service_acc,203.0.113.77,North Korea,🇰🇵,FAILED,SSH,False,7,2026-05-05,Tuesday,False,44,9
2026-05-05 07:16:37,admin,185.23.45.2,Russia,🇷🇺,FAILED,SSH,False,7,2026-05-05,Tuesday,False,41,9
2026-05-05 07:19:47,jane.smith,198.51.100.5,Iran,🇮🇷,FAILED,login,False,7,2026-05-05,Tuesday,False,51,9
2026-05-05 07:22:48,john.doe,91.108.4.200,China,🇨🇳,FAILED,VPN,False,7,2026-05-05,Tuesday,False,33,9
2026-05-05 07:25:41,admin,91.108.4.200,China,🇨🇳,FAILED,SSH,False,7,2026-05-05,Tuesday,False,33,9
2026-05-05 07:27:54,john.doe,194.165.16.11,Belarus,🇧🇾,FAILED,API,False,7,2026-05-05,Tuesday,False,61,9
2026-05-05 07:30:56,jane.smith,185.23.45.2,Russia,🇷🇺,FAILED,VPN,False,7,2026-05-05,Tuesday,False,41,9
2026-05-05 07:34:01,root,10.0.0.5,Egypt,🇪🇬,SUCCESS,VPN,True,7,2026-05-05,Tuesday,False,5,9
2026-05-05 07:36:27,guest,203.0.113.77,North Korea,🇰🇵,FAILED,VPN,False,7,2026-05-05,Tuesday,False,44,9
2026-05-05 07:39:58,admin,192.168.1.10,Egypt,🇪🇬,SUCCESS,SSH,True,7,2026-05-05,Tuesday,False,4,9
2026-05-05 07:42:00,admin,185.23.45.2,Russia,🇷🇺,FAILED,VPN,False,7,2026-05-05,Tuesday,False,41,9
2026-05-05 07:45:29,backup_user,172.16.0.8,Egypt,🇪🇬,SUCCESS,API,True,7,2026-05-05,Tuesday,False,4,9
2026-05-05 07:48:14,root,91.108.4.200,China,🇨🇳,FAILED,VPN,False,7,2026-05-05,Tuesday,False,33,9
2026-05-05 07:51:04,guest,45.33.32.156,USA,🇺🇸,SUCCESS,RDP,True,7,2026-05-05,Tuesday,False,5,9
2026-05-05 07:53:24,guest,194.165.16.11,Belarus,🇧🇾,FAILED,RDP,False,7,2026-05-05,Tuesday,False,61,9
2026-05-05 07:57:10,backup_user,198.51.100.5,Iran,🇮🇷,SUCCESS,VPN,False,7,2026-05-05,Tuesday,False,51,9
2026-05-05 07:59:19,service_acc,203.0.113.77,North Korea,🇰🇵,SUCCESS,RDP,False,7,2026-05-05,Tuesday,False,44,9
2026-05-05 08:02:08,service_acc,172.16.0.8,Egypt,🇪🇬,SUCCESS,SSH,True,8,2026-05-05,Tuesday,False,4,9
2026-05-05 08:05:15,service_acc,194.165.16.11,Belarus,🇧🇾,FAILED,VPN,False,8,2026-05-05,Tuesday,False,61,9
2026-05-05 08:08:02,admin,45.33.32.156,USA,🇺🇸,SUCCESS,API,True,8,2026-05-05,Tuesday,False,5,9
2026-05-05 08:10:34,admin,203.0.113.77,North Korea,🇰🇵,SUCCESS,login,False,8,2026-05-05,Tuesday,False,44,9
2026-05-05 08:13:50,service_acc,10.0.0.5,Egypt,🇪🇬,SUCCESS,RDP,True,8,2026-05-05,Tuesday,False,5,9
2026-05-05 08:16:57,jane.smith,194.165.16.11,Belarus,🇧🇾,FAILED,SSH,False,8,2026-05-05,Tuesday,False,61,9
2026-05-05 08:19:03,admin,194.165.16.11,Belarus,🇧🇾,FAILED,API,False,8,2026-05-05,Tuesday,False,61,9
2026-05-05 08:22:13,guest,194.165.16.11,Belarus,🇧🇾,FAILED,RDP,False,8,2026-05-05,Tuesday,False,61,9
2026-05-05 08:24:51,backup_user,203.0.113.77,North Korea,🇰🇵,FAILED,login,False,8,2026-05-05,Tuesday,False,44,9
2026-05-05 08:28:06,service_acc,45.33.32.156,USA,🇺🇸,SUCCESS,login,True,8,2026-05-05,Tuesday,False,5,9
2026-05-05 08:30:47,backup_user,194.165.16.11,Belarus,🇧🇾,FAILED,RDP,False,8,2026-05-05,Tuesday,False,61,9
2026-05-05 08:33:02,guest,45.33.32.156,USA,🇺🇸,SUCCESS,VPN,True,8,2026-05-05,Tuesday,False,5,9
2026-05-05 08:36:46,jane.smith,203.0.113.77,North Korea,🇰🇵,FAILED,RDP,False,8,2026-05-05,Tuesday,False,44,9
2026-05-05 08:39:23,jane.smith,10.0.0.5,Egypt,🇪🇬,SUCCESS,RDP,True,8,2026-05-05,Tuesday,False,5,9
2026-05-05 08:42:01,backup_user,10.0.0.5,Egypt,🇪🇬,SUCCESS,RDP,True,8,2026-05-05,Tuesday,False,5,9
2026-05-05 08:44:45,service_acc,194.165.16.11,Belarus,🇧🇾,FAILED,VPN,False,8,2026-05-05,Tuesday,False,61,9
2026-05-05 08:47:45,root,198.51.100.5,Iran,🇮🇷,FAILED,API,False,8,2026-05-05,Tuesday,False,51,9
2026-05-05 08:50:37,john.doe,198.51.100.5,Iran,🇮🇷,FAILED,login,False,8,2026-05-05,Tuesday,False,51,9
2026-05-05 08:52:52,root,172.16.0.8,Egypt,🇪🇬,SUCCESS,login,True,8,2026-05-05,Tuesday,False,4,9
2026-05-05 08:56:21,jane.smith,10.0.0.5,Egypt,🇪🇬,FAILED,login,True,8,2026-05-05,Tuesday,False,5,9
2026-05-05 08:58:46,jane.smith,203.0.113.77,North Korea,🇰🇵,FAILED,API,False,8,2026-05-05,Tuesday,False,44,9
2026-05-05 09:02:04,john.doe,198.51.100.5,Iran,🇮🇷,FAILED,SSH,False,9,2026-05-05,Tuesday,False,51,9
2026-05-05 09:04:11,service_acc,198.51.100.5,Iran,🇮🇷,SUCCESS,SSH,False,9,2026-05-05,Tuesday,False,51,9
2026-05-05 09:07:14,john.doe,10.0.0.5,Egypt,🇪🇬,SUCCESS,login,True,9,2026-05-05,Tuesday,False,5,9
2026-05-05 09:10:21,guest,192.168.1.10,Egypt,🇪🇬,SUCCESS,VPN,True,9,2026-05-05,Tuesday,False,4,9
2026-05-05 09:12:56,guest,203.0.113.77,North Korea,🇰🇵,FAILED,SSH,False,9,2026-05-05,Tuesday,False,44,9
2026-05-05 09:16:01,jane.smith,45.33.32.156,USA,🇺🇸,SUCCESS,API,True,9,2026-05-05,Tuesday,False,5,9
2026-05-05 09:19:01,root,185.23.45.2,Russia,🇷🇺,SUCCESS,VPN,False,9,2026-05-05,Tuesday,False,41,9
2026-05-05 09:22:06,service_acc,198.51.100.5,Iran,🇮🇷,SUCCESS,RDP,False,9,2026-05-05,Tuesday,False,51,9
2026-05-05 09:24:12,guest,194.165.16.11,Belarus,🇧🇾,SUCCESS,SSH,False,9,2026-05-05,Tuesday,False,61,9
2026-05-05 09:27:00,root,194.165.16.11,Belarus,🇧🇾,FAILED,SSH,False,9,2026-05-05,Tuesday,False,61,9
2026-05-05 09:30:10,root,185.23.45.2,Russia,🇷🇺,FAILED,login,False,9,2026-05-05,Tuesday,False,41,9
2026-05-05 09:33:15,jane.smith,45.33.32.156,USA,🇺🇸,SUCCESS,SSH,True,9,2026-05-05,Tuesday,False,5,9
2026-05-05 09:35:36,jane.smith,192.168.1.10,Egypt,🇪🇬,SUCCESS,VPN,True,9,2026-05-05,Tuesday,False,4,9
2026-05-05 09:38:38,admin,10.0.0.5,Egypt,🇪🇬,SUCCESS,RDP,True,9,2026-05-05,Tuesday,False,5,9
2026-05-05 09:41:58,guest,192.168.1.10,Egypt,🇪🇬,FAILED,API,True,9,2026-05-05,Tuesday,False,4,9
2026-05-05 09:43:50,admin,45.33.32.156,USA,🇺🇸,SUCCESS,RDP,True,9,2026-05-05,Tuesday,False,5,9
2026-05-05 09:46:45,root,203.0.113.77,North Korea,🇰🇵,FAILED,VPN,False,9,2026-05-05,Tuesday,False,44,9
2026-05-05 09:50:25,guest,198.51.100.5,Iran,🇮🇷,FAILED,API,False,9,2026-05-05,Tuesday,False,51,9
2026-05-05 09:53:20,guest,91.108.4.200,China,🇨🇳,FAILED,SSH,False,9,2026-05-05,Tuesday,False,33,9
2026-05-05 09:55:48,guest,45.33.32.156,USA,🇺🇸,SUCCESS,RDP,True,9,2026-05-05,Tuesday,False,5,9
2026-05-05 09:58:41,jane.smith,203.0.113.77,North Korea,🇰🇵,SUCCESS,SSH,False,9,2026-05-05,Tuesday,False,44,9
2026-05-05 10:01:44,john.doe,91.108.4.200,China,🇨🇳,FAILED,API,False,10,2026-05-05,Tuesday,False,33,9
2026-05-05 10:04:28,john.doe,45.33.32.156,USA,🇺🇸,SUCCESS,login,True,10,2026-05-05,Tuesday,False,5,9
2026-05-05 10:06:55,guest,203.0.113.77,North Korea,🇰🇵,FAILED,SSH,False,10,2026-05-05,Tuesday,False,44,9
2026-05-05 10:10:20,backup_user,194.165.16.11,Belarus,🇧🇾,FAILED,SSH,False,10,2026-05-05,Tuesday,False,61,9
2026-05-05 10:12:24,john.doe,203.0.113.77,North Korea,🇰🇵,FAILED,SSH,False,10,2026-05-05,Tuesday,False,44,9
2026-05-05 10:15:08,admin,194.165.16.11,Belarus,🇧🇾,FAILED,RDP,False,10,2026-05-05,Tuesday,False,61,9
2026-05-05 10:18:35,admin,198.51.100.5,Iran,🇮🇷,FAILED,VPN,False,10,2026-05-05,Tuesday,False,51,9
2026-05-05 10:21:10,root,91.108.4.200,China,🇨🇳,FAILED,RDP,False,10,2026-05-05,Tuesday,False,33,9
2026-05-05 10:23:34,root,91.108.4.200,China,🇨🇳,FAILED,API,False,10,2026-05-05,Tuesday,False,33,9
2026-05-05 10:26:28,admin,194.165.16.11,Belarus,🇧🇾,FAILED,login,False,10,2026-05-05,Tuesday,False,61,9
2026-05-05 10:29:23,john.doe,203.0.113.77,North Korea,🇰🇵,SUCCESS,SSH,False,10,2026-05-05,Tuesday,False,44,9
2026-05-05 10:32:37,admin,198.51.100.5,Iran,🇮🇷,FAILED,API,False,10,2026-05-05,Tuesday,False,51,9
2026-05-05 10:34:54,admin,91.108.4.200,China,🇨🇳,FAILED,SSH,False,10,2026-05-05,Tuesday,False,33,9
2026-05-05 10:37:54,admin,172.16.0.8,Egypt,🇪🇬,SUCCESS,SSH,True,10,2026-05-05,Tuesday,False,4,9
2026-05-05 10:41:00,admin,192.168.1.10,Egypt,🇪🇬,SUCCESS,SSH,True,10,2026-05-05,Tuesday,False,4,9
2026-05-05 10:43:20,service_acc,192.168.1.10,Egypt,🇪🇬,SUCCESS,login,True,10,2026-05-05,Tuesday,False,4,9
2026-05-05 10:46:13,guest,185.23.45.2,Russia,🇷🇺,SUCCESS,RDP,False,10,2026-05-05,Tuesday,False,41,9
2026-05-05 10:49:02,guest,198.51.100.5,Iran,🇮🇷,FAILED,VPN,False,10,2026-05-05,Tuesday,False,51,9
2026-05-05 10:52:05,root,172.16.0.8,Egypt,🇪🇬,SUCCESS,SSH,True,10,2026-05-05,Tuesday,False,4,9
2026-05-05 10:55:30,admin,45.33.32.156,USA,🇺🇸,SUCCESS,SSH,True,10,2026-05-05,Tuesday,False,5,9
2026-05-05 10:58:05,root,198.51.100.5,Iran,🇮🇷,FAILED,RDP,False,10,2026-05-05,Tuesday,False,51,9
2026-05-05 11:00:53,john.doe,172.16.0.8,Egypt,🇪🇬,SUCCESS,SSH,True,11,2026-05-05,Tuesday,False,4,9
2026-05-05 11:03:37,john.doe,172.16.0.8,Egypt,🇪🇬,SUCCESS,API,True,11,2026-05-05,Tuesday,False,4,9
2026-05-05 11:06:54,guest,172.16.0.8,Egypt,🇪🇬,SUCCESS,API,True,11,2026-05-05,Tuesday,False,4,9
2026-05-05 11:09:07,backup_user,198.51.100.5,Iran,🇮🇷,SUCCESS,API,False,11,2026-05-05,Tuesday,False,51,9
2026-05-05 11:12:37,john.doe,45.33.32.156,USA,🇺🇸,SUCCESS,VPN,True,11,2026-05-05,Tuesday,False,5,9
2026-05-05 11:15:09,john.doe,91.108.4.200,China,🇨🇳,SUCCESS,VPN,False,11,2026-05-05,Tuesday,False,33,9
2026-05-05 11:17:27,root,194.165.16.11,Belarus,🇧🇾,FAILED,login,False,11,2026-05-05,Tuesday,False,61,9
2026-05-05 11:20:30,jane.smith,194.165.16.11,Belarus,🇧🇾,FAILED,API,False,11,2026-05-05,Tuesday,False,61,9
2026-05-05 11:23:54,service_acc,172.16.0.8,Egypt,🇪🇬,SUCCESS,login,True,11,2026-05-05,Tuesday,False,4,9
2026-05-05 11:25:52,guest,10.0.0.5,Egypt,🇪🇬,SUCCESS,API,True,11,2026-05-05,Tuesday,False,5,9
2026-05-05 11:29:04,guest,185.23.45.2,Russia,🇷🇺,FAILED,SSH,False,11,2026-05-05,Tuesday,False,41,9
2026-05-05 11:32:02,service_acc,194.165.16.11,Belarus,🇧🇾,FAILED,SSH,False,11,2026-05-05,Tuesday,False,61,9
2026-05-05 11:34:58,root,91.108.4.200,China,🇨🇳,FAILED,API,False,11,2026-05-05,Tuesday,False,33,9
2026-05-05 11:37:10,root,45.33.32.156,USA,🇺🇸,SUCCESS,SSH,True,11,2026-05-05,Tuesday,False,5,9
2026-05-05 11:40:55,guest,192.168.1.10,Egypt,🇪🇬,SUCCESS,login,True,11,2026-05-05,Tuesday,False,4,9
2026-05-05 11:43:38,admin,91.108.4.200,China,🇨🇳,FAILED,SSH,False,11,2026-05-05,Tuesday,False,33,9
2026-05-05 11:46:24,backup_user,172.16.0.8,Egypt,🇪🇬,SUCCESS,SSH,True,11,2026-05-05,Tuesday,False,4,9
2026-05-05 11:48:32,admin,172.16.0.8,Egypt,🇪🇬,FAILED,SSH,True,11,2026-05-05,Tuesday,False,4,9
2026-05-05 11:51:22,root,192.168.1.10,Egypt,🇪🇬,SUCCESS,VPN,True,11,2026-05-05,Tuesday,False,4,9
2026-05-05 11:54:39,john.doe,198.51.100.5,Iran,🇮🇷,FAILED,API,False,11,2026-05-05,Tuesday,False,51,9
2026-05-05 11:57:16,john.doe,172.16.0.8,Egypt,🇪🇬,SUCCESS,VPN,True,11,2026-05-05,Tuesday,False,4,9
2026-05-05 12:00:31,jane.smith,45.33.32.156,USA,🇺🇸,SUCCESS,API,True,12,2026-05-05,Tuesday,False,5,9
2026-05-05 12:03:02,jane.smith,194.165.16.11,Belarus,🇧🇾,FAILED,RDP,False,12,2026-05-05,Tuesday,False,61,9
2026-05-05 12:06:25,john.doe,45.33.32.156,USA,🇺🇸,SUCCESS,VPN,True,12,2026-05-05,Tuesday,False,5,9
2026-05-05 12:08:31,john.doe,192.168.1.10,Egypt,🇪🇬,SUCCESS,RDP,True,12,2026-05-05,Tuesday,False,4,9
2026-05-05 12:11:47,root,185.23.45.2,Russia,🇷🇺,FAILED,RDP,False,12,2026-05-05,Tuesday,False,41,9
2026-05-05 12:14:39,backup_user,194.165.16.11,Belarus,🇧🇾,FAILED,SSH,False,12,2026-05-05,Tuesday,False,61,9
2026-05-05 12:17:13,guest,192.168.1.10,Egypt,🇪🇬,SUCCESS,SSH,True,12,2026-05-05,Tuesday,False,4,9
2026-05-05 12:20:19,root,198.51.100.5,Iran,🇮🇷,SUCCESS,VPN,False,12,2026-05-05,Tuesday,False,51,9
2026-05-05 12:22:30,admin,198.51.100.5,Iran,🇮🇷,FAILED,API,False,12,2026-05-05,Tuesday,False,51,9
2026-05-05 12:25:21,backup_user,192.168.1.10,Egypt,🇪🇬,SUCCESS,VPN,True,12,2026-05-05,Tuesday,False,4,9
2026-05-05 12:28:47,root,172.16.0.8,Egypt,🇪🇬,SUCCESS,API,True,12,2026-05-05,Tuesday,False,4,9
2026-05-05 12:31:23,john.doe,91.108.4.200,China,🇨🇳,FAILED,login,False,12,2026-05-05,Tuesday,False,33,9
2026-05-05 12:34:37,root,10.0.0.5,Egypt,🇪🇬,SUCCESS,login,True,12,2026-05-05,Tuesday,False,5,9
2026-05-05 12:36:51,jane.smith,45.33.32.156,USA,🇺🇸,SUCCESS,API,True,12,2026-05-05,Tuesday,False,5,9
2026-05-05 12:40:10,backup_user,192.168.1.10,Egypt,🇪🇬,SUCCESS,API,True,12,2026-05-05,Tuesday,False,4,9
2026-05-05 12:42:32,backup_user,194.165.16.11,Belarus,🇧🇾,FAILED,SSH,False,12,2026-05-05,Tuesday,False,61,9
2026-05-05 12:45:47,admin,192.168.1.10,Egypt,🇪🇬,SUCCESS,API,True,12,2026-05-05,Tuesday,False,4,9
2026-05-05 12:48:52,jane.smith,185.23.45.2,Russia,🇷🇺,FAILED,SSH,False,12,2026-05-05,Tuesday,False,41,9
2026-05-05 12:51:04,john.doe,198.51.100.5,Iran,🇮🇷,FAILED,login,False,12,2026-05-05,Tuesday,False,51,9
2026-05-05 12:54:40,guest,172.16.0.8,Egypt,🇪🇬,SUCCESS,RDP,True,12,2026-05-05,Tuesday,False,4,9
2026-05-05 12:57:01,backup_user,172.16.0.8,Egypt,🇪🇬,SUCCESS,login,True,12,2026-05-05,Tuesday,False,4,9
2026-05-05 12:59:59,john.doe,203.0.113.77,North Korea,🇰🇵,FAILED,login,False,12,2026-05-05,Tuesday,False,44,9
2026-05-05 13:02:47,service_acc,91.108.4.200,China,🇨🇳,FAILED,API,False,13,2026-05-05,Tuesday,False,33,9
2026-05-05 13:05:01,jane.smith,10.0.0.5,Egypt,🇪🇬,FAILED,RDP,True,13,2026-05-05,Tuesday,False,5,9
2026-05-05 13:08:11,guest,185.23.45.2,Russia,🇷🇺,FAILED,SSH,False,13,2026-05-05,Tuesday,False,41,9
2026-05-05 13:11:34,jane.smith,185.23.45.2,Russia,🇷🇺,FAILED,SSH,False,13,2026-05-05,Tuesday,False,41,9
2026-05-05 13:14:22,admin,185.23.45.2,Russia,🇷🇺,SUCCESS,login,False,13,2026-05-05,Tuesday,False,41,9
2026-05-05 13:16:28,admin,10.0.0.5,Egypt,🇪🇬,SUCCESS,SSH,True,13,2026-05-05,Tuesday,False,5,9
2026-05-05 13:19:55,root,45.33.32.156,USA,🇺🇸,SUCCESS,SSH,True,13,2026-05-05,Tuesday,False,5,9
2026-05-05 13:22:54,admin,203.0.113.77,North Korea,🇰🇵,FAILED,API,False,13,2026-05-05,Tuesday,False,44,9
2026-05-05 13:25:38,service_acc,91.108.4.200,China,🇨🇳,FAILED,RDP,False,13,2026-05-05,Tuesday,False,33,9
2026-05-05 13:27:42,backup_user,172.16.0.8,Egypt,🇪🇬,SUCCESS,SSH,True,13,2026-05-05,Tuesday,False,4,9
2026-05-05 13:31:21,john.doe,185.23.45.2,Russia,🇷🇺,FAILED,SSH,False,13,2026-05-05,Tuesday,False,41,9
2026-05-05 13:33:35,root,194.165.16.11,Belarus,🇧🇾,SUCCESS,login,False,13,2026-05-05,Tuesday,False,61,9
2026-05-05 13:36:47,admin,91.108.4.200,China,🇨🇳,SUCCESS,API,False,13,2026-05-05,Tuesday,False,33,9
2026-05-05 13:39:39,service_acc,45.33.32.156,USA,🇺🇸,SUCCESS,login,True,13,2026-05-05,Tuesday,False,5,9
2026-05-05 13:42:42,root,198.51.100.5,Iran,🇮🇷,FAILED,API,False,13,2026-05-05,Tuesday,False,51,9
2026-05-05 13:45:40,john.doe,91.108.4.200,China,🇨🇳,SUCCESS,RDP,False,13,2026-05-05,Tuesday,False,33,9
2026-05-05 13:48:04,john.doe,194.165.16.11,Belarus,🇧🇾,SUCCESS,API,False,13,2026-05-05,Tuesday,False,61,9
2026-05-05 13:50:46,root,10.0.0.5,Egypt,🇪🇬,SUCCESS,API,True,13,2026-05-05,Tuesday,False,5,9
2026-05-05 13:53:53,root,45.33.32.156,USA,🇺🇸,SUCCESS,VPN,True,13,2026-05-05,Tuesday,False,5,9
2026-05-05 13:56:04,backup_user,194.165.16.11,Belarus,🇧🇾,FAILED,login,False,13,2026-05-05,Tuesday,False,61,9
2026-05-05 13:59:02,admin,194.165.16.11,Belarus,🇧🇾,FAILED,SSH,False,13,2026-05-05,Tuesday,False,61,9
2026-05-05 14:01:56,service_acc,185.23.45.2,Russia,🇷🇺,FAILED,login,False,14,2026-05-05,Tuesday,False,41,9
2026-05-05 14:04:51,service_acc,45.33.32.156,USA,🇺🇸,SUCCESS,login,True,14,2026-05-05,Tuesday,False,5,9
2026-05-05 14:08:04,john.doe,203.0.113.77,North Korea,🇰🇵,FAILED,VPN,False,14,2026-05-05,Tuesday,False,44,9
2026-05-05 14:10:44,admin,194.165.16.11,Belarus,🇧🇾,FAILED,API,False,14,2026-05-05,Tuesday,False,61,9
2026-05-05 14:13:03,john.doe,185.23.45.2,Russia,🇷🇺,SUCCESS,SSH,False,14,2026-05-05,Tuesday,False,41,9
2026-05-05 14:16:07,john.doe,45.33.32.156,USA,🇺🇸,SUCCESS,SSH,True,14,2026-05-05,Tuesday,False,5,9
2026-05-05 14:19:07,root,10.0.0.5,Egypt,🇪🇬,SUCCESS,VPN,True,14,2026-05-05,Tuesday,False,5,9
2026-05-05 14:22:29,john.doe,198.51.100.5,Iran,🇮🇷,FAILED,API,False,14,2026-05-05,Tuesday,False,51,9
2026-05-05 14:24:40,service_acc,192.168.1.10,Egypt,🇪🇬,SUCCESS,login,True,14,2026-05-05,Tuesday,False,4,9
2026-05-05 14:27:29,john.doe,185.23.45.2,Russia,🇷🇺,FAILED,VPN,False,14,2026-05-05,Tuesday,False,41,9
2026-05-05 14:30:39,root,10.0.0.5,Egypt,🇪🇬,SUCCESS,login,True,14,2026-05-05,Tuesday,False,5,9
2026-05-05 14:33:39,admin,10.0.0.5,Egypt,🇪🇬,SUCCESS,RDP,True,14,2026-05-05,Tuesday,False,5,9
2026-05-05 14:36:40,guest,192.168.1.10,Egypt,🇪🇬,SUCCESS,RDP,True,14,2026-05-05,Tuesday,False,4,9
2026-05-05 14:39:17,guest,194.165.16.11,Belarus,🇧🇾,FAILED,SSH,False,14,2026-05-05,Tuesday,False,61,9
2026-05-05 14:41:38,john.doe,10.0.0.5,Egypt,🇪🇬,SUCCESS,API,True,14,2026-05-05,Tuesday,False,5,9
2026-05-05 14:44:24,guest,192.168.1.10,Egypt,🇪🇬,SUCCESS,SSH,True,14,2026-05-05,Tuesday,False,4,9
2026-05-05 14:47:10,john.doe,185.23.45.2,Russia,🇷🇺,FAILED,SSH,False,14,2026-05-05,Tuesday,False,41,9
2026-05-05 14:50:05,john.doe,194.165.16.11,Belarus,🇧🇾,FAILED,RDP,False,14,2026-05-05,Tuesday,False,61,9
2026-05-05 14:53:14,john.doe,45.33.32.156,USA,🇺🇸,SUCCESS,login,True,14,2026-05-05,Tuesday,False,5,9
2026-05-05 14:55:59,root,45.33.32.156,USA,🇺🇸,SUCCESS,login,True,14,2026-05-05,Tuesday,False,5,9
2026-05-05 14:59:05,admin,194.165.16.11,Belarus,🇧🇾,FAILED,API,False,14,2026-05-05,Tuesday,False,61,9
2026-05-05 15:02:01,admin,194.165.16.11,Belarus,🇧🇾,FAILED,SSH,False,15,2026-05-05,Tuesday,False,61,9
2026-05-05 15:05:00,jane.smith,10.0.0.5,Egypt,🇪🇬,SUCCESS,API,True,15,2026-05-05,Tuesday,False,5,9
2026-05-05 15:07:05,john.doe,203.0.113.77,North Korea,🇰🇵,FAILED,API,False,15,2026-05-05,Tuesday,False,44,9
2026-05-05 15:10:24,backup_user,198.51.100.5,Iran,🇮🇷,SUCCESS,RDP,False,15,2026-05-05,Tuesday,False,51,9
2026-05-05 15:13:06,jane.smith,10.0.0.5,Egypt,🇪🇬,SUCCESS,VPN,True,15,2026-05-05,Tuesday,False,5,9
2026-05-05 15:15:28,jane.smith,194.165.16.11,Belarus,🇧🇾,FAILED,RDP,False,15,2026-05-05,Tuesday,False,61,9
2026-05-05 15:18:22,john.doe,194.165.16.11,Belarus,🇧🇾,FAILED,VPN,False,15,2026-05-05,Tuesday,False,61,9
2026-05-05 15:21:36,guest,203.0.113.77,North Korea,🇰🇵,FAILED,SSH,False,15,2026-05-05,Tuesday,False,44,9
2026-05-05 15:23:54,root,203.0.113.77,North Korea,🇰🇵,FAILED,RDP,False,15,2026-05-05,Tuesday,False,44,9
2026-05-05 15:27:35,admin,194.165.16.11,Belarus,🇧🇾,FAILED,RDP,False,15,2026-05-05,Tuesday,False,61,9
2026-05-05 15:30:10,john.doe,185.23.45.2,Russia,🇷🇺,FAILED,login,False,15,2026-05-05,Tuesday,False,41,9
